_id;cst_id;cst_first_name;cst_last_name;cst_birth_day;cst_email;cst_address;cst_gender;cst_country;cst_reviews;pro_id;pro_name;pro_brand;pro_category;pro_sub_category;pro_unit_price;pro_quantity;pro_total;or_id;or_status;or_payment_method;or_purchase_date;or_shipping_date;or_delivery_date
ASTT_29319-73;customer/7030;Alexander   ;   García  ;1995-11-12;alexander_garcia14@org.com;Bulevar Monseñor Romero 17 AA, Apopa 21751 st Cuscatlan;MALE;SLV;1;PRO-3175-IA28;"Monitor 27"" Designer PD2700Q";benk;Computers;Monitors;$1339.2789;;4017.8367;TXN_35810-IU;delivered;debit_card;2018-02-28;2018-03-07;2018-03-17
ASTT_69064-50;customer-7821; María José ;  González ;2002-09-14;maria josegonzalez63@org.com;Paseo de la Reforma 35 ave, Tijuana 41439 st Chihuahua;f;mX;2;PRO_8942-ZI95;"Monitor Mobius 27"" 165Hz";Ben-Q;Computers;Monitors;$1238.8207;;$1238.8207;TXN_86203-UR;delivered;crypto;2022-05-11;2022-05-11;2022-05-12
ASTT_69004_70;customer_4373;Victoria   ;  García  ;1991-07-17;victoria.garcia79@outlook.com;Avenida de los Insurgentes Sur 32 AA, Tijuana 29457 st Guanajuato;f;MX;2;PRO_9690-ZR82;SSD NVMe M.2 500GB 980;Samsum;Computers;Components;$1796.4964;;16168.4676;TXN/88928-RO;delivered;crypto;2020-03-01;2020-03-05;2020-03-08
ASTT_98882-41;cst_8962;  Gabriel   ;Pereira;1980-08-11;gabriel_pereira38@mail.com;Rua das Flores 31 th, Brasília 52777 st Pernambuco;MALE;BR;4;PRO_9252-ZZ54;"Monitor 24"" Professional P2422H";del;Computers;Monitors;;8.0;8150.9576;TXN_67629-OO;pending;debit_card;2024-03-25;2024-03-25;2024-03-27
ASTT_97089_49;cst_3669;  Paula  ; López  ;1994-06-22;paulalopez3@org.com;Bulevar de Rohrmoser 24 ave, Puntarenas 67849 st Heredia;f;CR;0;PRO_1905-ZZ50;"Blade 16"" OLED RTX 4090";Razer;Laptops;Gaming Laptops;;9.0;950.1741;TXN/20165-ZZ;shipped;crypto;2020-05-10;2020-05-16;2020-05-26
ASTT-28325-0;customer/9174; Alejandro  ;González   ;1988-05-10;alejandro_gonzalez10@ormail.com;Paseo Colón 11 zt, Heredia 85745 st Cartago;Male;costa rica;5;PRO/4482-ZA8;"Gaming Laptop 17"" Ryzen 9 RTX 4080";Msi;Laptops;Gaming Laptops;986.3617;;1972.7234;TXN/58639-IT;shipped;bank_transfer;2022-03-17;2022-03-24;2022-04-01
ASTT_90501-64;customer-7821; María José ;  González ;2002-09-14;maria josegonzalez63@org.com;Paseo de la Reforma 35 ave, Tijuana 41439 st Chihuahua;f;mX;2;PRO_7663-RU35;"Laptop Gamer 15"" 144Hz DDR5";asssus;Laptops;Gaming Laptops;$466.0677;;4660.677;TXN-21793-TZ;shipped;paypal;2020-04-29;2020-05-07;2020-05-15
ASTT_78088_24;user/6536;Luis  ;  Flores  ;2007-02-10;luisflores79@protonmail.com;Avenida República 2 th, Durán 37678 st Guayas;mAle;Ecudador;3;PRO/1844-IT92;"Blade 16"" OLED RTX 4090";Razr;Laptops;Gaming Laptops;1906.6384;;$13346.4688;TXN-62131-IU;shipped;credit_card;2023-03-20;2023-03-28;2023-04-05
ASTT_35256_42;customer_3793;  Carlos  ;Cardozo   ;1985-04-02;carlos.cardozo92@mail.com;Calle Estrella 4 zt, Pedro Juan Caballero 42550 st Guaira;Masc;PRY;4;PRO_9591-UA7;"Monitor 29"" UltraWide HDR";LG;Computers;Monitors;1857.5496;6.0;11145.2976;TXN/62147-UR;pending;crypto;2025-06-16;2025-06-19;2025-06-24
ASTT_69714-83;user-806; Gabriel ; Torres  ;2000-04-29;gabriel_torres91@outlook.com;Avenida Ashford 3 AA, Guaynabo 77303 st Guaynabo;Masc;pUerto rico;3;PRO_6692-IR53;ThinkPad E14 Intel i7;lenovo;Laptops;Notebooks;106.381;;1063.81;TXN/25801-RI;processing;bank_transfer;2024-08-05;2024-08-10;2024-08-13
ASTT_91544-40;user-3167;   Leticia   ; Ramírez   ;1991-12-08;leticia.ramirez57@mail.com;Bulevar Morazán 16 zt, San Pedro Sula 66632 st Copan;Fem;honduras;3;PRO_642-AA45;Gaming Mouse Viper V2 Pro;Razer;Peripherals;Input Devices;;9.0;11187.6588;TXN-84470-TT;delivered;paypal;2020-05-07;2020-05-07;2020-05-09
ASTT_46989-29;customer-6853;   Jorge;  González ;1991-10-24;jorge.gonzalez2@org.com;Calle Rubén Darío 1 ave, Soyapango 34464 st San Salvador;M;sV;4;PRO/9623-TZ33;Studio Headphones WH-1000XM4;Soni;Audio;Headsets & Speakers;$566.0404;;$2830.202;TXN-45401-RI;shipped;bank_transfer;2022-06-23;2022-06-23;2022-06-25
ASTT_16499_40;customer/1222;  Nicole ;   Reyes;1999-03-12;nicolereyes78@org.com;Calle del Sol 33 th, San Francisco de Macorís 35421 st La Romana;Fem;dO;0;PRO/935-IT95;"Blade 14"" Gaming Ryzen 9";Razer RGB;Laptops;Gaming Laptops;;6.0;8348.0424;TXN_16508-IR;processing;paypal;2018-06-01;2018-06-01;2018-06-02
ASTT_69634-4;user/4644;  Valeria;  Rodríguez  ;1986-11-04;valeriarodriguez65@gmail.com;Calle 50 30 ave, David 88503 st Bocas del Toro;FEMALE;pA;4;PRO_3358-IA47;"Monitor Ultrawide 34"" IPS";lg;Computers;Monitors;1654.4617;;$3308.9234;TXN-56461-RU;shipped;crypto;2025-11-03;2025-11-03;2025-11-04
ASTT_75006-58;customer/6424;Juan  ;   Rosario ;2005-07-13;juan_rosario70@mail.com;Avenida Sarasota 10 zt, San Pedro de Macorís 72400 st La Vega;mAle;Rep Dominicana;0;PRO-5450-IU15;"Laptop 15"" Enterprise Edition";DELL;Laptops;Notebooks;1354.0211;8.0;$10832.1688;TXN_22812-AU;delivered;paypal;2018-09-09;2018-09-09;2018-09-10
ASTT-45604_12;customer-2154; Benjamin  ;Smith   ;2003-03-26;benjaminsmith72@gmail.com;Wellington Street 10 ave, Edmonton 41034 st Newfoundland and Labrador;mAle;canada;4;PRO_2307-IR10;Gaming Mouse 8000 DPI M601;Redragon;Peripherals;Input Devices;$1747.3428;;5242.0284;TXN-51178-UU;shipped;credit_card;2026-08-10;2026-08-10;2026-08-12
ASTT-71590-88;customer/2660;   Sebastian ;Ortiz  ;2002-01-13;sebastianortiz66@icloud.com;Avenida Domenech 11 th, Ponce 69811 st Caguas;MALE;PR;5;PRO-9977-OT94;"Envy x360 Convertible 15""";hpp;Laptops;Notebooks;;1.0;1786.939;TXN_11918-RT;processing;debit_card;2019-01-01;2019-01-06;2019-01-09
ASTT_62314-4;user/9628;   Natalia ;   Vargas ;1984-07-13;nataliavargas67@outlook.com;Calle 0 26 th, Liberia 26638 st San Jose;F;Costarica;2;PRO_356-AI66;RAM Memory 8GB DDR4 Fury;Kingston;Computers;Components;$1179.3513;8.0;$9434.8104;TXN_22006-ZI;delivered;credit_card;2024-10-14;2024-10-19;2024-10-24
ASTT-22918_81;customer/5181;   Miriam ;Martínez   ;1995-11-07;miriammartinez33@ormail.com;Bulevar del Norte 11 th, San Pedro Sula 13494 st Copan;Fem;HN;2;PRO_3004-UO24;"Laptop Touch 14"" FHD";HP;Laptops;Notebooks;$845.6886;4.0;$3382.7544;TXN_86203-UR;delivered;crypto;2022-05-11;2022-05-11;2022-05-12
ASTT_42056_95;customer/9549;Elena ;   González ;1982-08-23;elena.gonzalez14@ormail.com;Avenida Central 27 zt, Limón 52528 st Cartago;femenino;CRI;3;PRO-2150-UU47;MSI Katana 15 RTX 4050;M-SI;Laptops;Gaming Laptops;;4.0;3753.4432;TXN-71280-IT;processing;crypto;2025-04-10;2025-04-10;2025-04-12
ASTT_57865_17;cst_2274;Cristina;González ;2007-08-10;cristinagonzalez25@org.com;Avenida Justo Arosemena 38 zt, San Miguelito 73610 st Los Santos;F;pAnama;3;PRO/4035-RZ75;Mechanical Keyboard K70 RGB;Corseir;Peripherals;Input Devices;481.4567;7.0;$3370.1969;TXN-57628-ZI;delivered;debit_card;2021-01-23;2021-01-29;2021-02-10
ASTT-73447_6;customer-9973;Jackson  ; Martin;1999-01-12;jackson_martin59@ormail.com;King Street 30 th, Hamilton 41696 st British Columbia;male;canada;0;PRO_1789-RT18;RAM Memory 32GB DDR5 Pro;Crucial;Computers;Components;;10.0;11650.51;TXN_57217-UT;shipped;crypto;2020-01-28;2020-01-28;2020-01-29
ASTT-62672_82;customer_2032;  Angel ;   García  ;1994-09-06;angelgarcia23@ormail.com;Avenida El Sol 35 th, Chiclayo 93841 st Ancash;m;PeRú;5;PRO-3175-IA28;"Monitor 27"" Designer PD2700Q";benk;Computers;Monitors;$1339.2789;;4017.8367;TXN_51976-AO;processing;paypal;2021-04-15;2021-04-18;2021-04-21
ASTT-68117_14;customer-2490;Angel;Giménez  ;2004-03-08;angel.gimenez23@mail.com;Avenida España 35 ave, Ciudad del Este 34643 st Amambay;MALE;Paragay;2;PRO_5119-UZ29;"Laptop 15"" Enterprise Edition";DELL;Laptops;Notebooks;;7.0;5277.4512;TXN_83211-TU;processing;crypto;2026-11-01;2026-11-05;2026-11-08
ASTT_65523_67;customer-6628;   Daniel  ;  López  ;1993-06-18;daniel_lopez71@gmail.com;Avenida Juárez 1 th, Puebla 28709 st Baja California;Male;Mejico;4;PRO_9251-ZO87;Gaming Mouse DeathAdder V3;Razr;Peripherals;Input Devices;;9.0;2790.648;TXN-98853-AI;processing;crypto;2024-08-14;2024-08-21;2024-08-31
ASTT_67675-46;cst/3166; Ana ;  Chaves   ;1986-06-10;anachaves65@hotmail.com;Bulevar de Rohrmoser 5 AA, San Carlos 15137 st Alajuela;femenino;Costarica;1;PRO/6349-OU97;Wireless Mouse Ergonomic MX Master;Logi;Peripherals;Input Devices;$1993.55;;$11961.3;TXN/50242-RA;pending;bank_transfer;2024-11-05;2024-11-13;2024-11-23
ASTT-96326_69;cst_5152; Camila   ;  García ;1984-08-29;camila_garcia82@outlook.com;Avenida Pellegrini 17 AA, San Juan 78368 st Corrientes;Female;aR;1;PRO_7074-ZZ12;Mechanical Keyboard RGB G413;Logitec;Peripherals;Input Devices;1080.432;;2160.864;TXN/45943-AU;shipped;credit_card;2019-04-30;2019-05-04;2019-05-09
ASTT-97380_67;customer_8434;  María  ;  Cevallos   ;2000-09-05;mariacevallos82@icloud.com;Calle Sucre 34 zt, Manta 32097 st Pichincha;f;EC;1;PRO_5004-UU49;GeForce RTX 4070 Ti TUF;Asuss;Computers;Components;$1046.6942;2.0;2093.3884;TXN-67424-IU;pending;crypto;2018-08-04;2018-08-12;2018-08-22
ASTT_81982-21;customer/5181;   Miriam ;Martínez   ;1995-11-07;miriammartinez33@ormail.com;Bulevar del Norte 11 th, San Pedro Sula 13494 st Copan;Fem;HN;2;PRO_7602-TT96;"Pavilion Laptop 15"" AMD R7";hpp;Laptops;Notebooks;$389.3687;5.0;1946.8435;TXN/10036-II;processing;bank_transfer;2024-09-19;2024-09-19;2024-09-20
ASTT-66423-8;cst_8994;  William  ;   Tremblay  ;1989-09-07;william.tremblay21@gmail.com;King Street 17 th, Montreal 52769 st Prince Edward Island;male;canada;1;PRO_3496-AR64;MSI Titan GT77 i9;M-SI;Laptops;Gaming Laptops;;8.0;12781.928;TXN/80952-UA;delivered;crypto;2020-04-02;2020-04-05;2020-04-08
ASTT-70994-92;cst-9728; Valentina  ;  Muñoz ;2004-08-31;valentina_munoz35@outlook.com;Calle Huérfanos 11 zt, Iquique 52650 st Bio Bio;FEMALE;cL;4;PRO-5641-RA34;"Monitor Curved 27"" Odyssey G3";samsung;Computers;Monitors;1412.1981;7.0;$9885.3867;TXN_86562-ZI;processing;paypal;2018-01-23;2018-01-31;2018-02-12
ASTT_18386_32;customer-4213; Christian   ;   García ;1999-08-25;christian_garcia33@protonmail.com;Calle del Comercio 26 AA, Santa Rosa de Copán 48318 st El Paraiso;M;Hondura;0;PRO-3202-IA18;"Monitor 27"" QHD 144Hz Gaming";Dell;Computers;Monitors;;2.0;756.8208;TXN_79970-UR;processing;crypto;2024-10-30;2024-10-30;2024-11-01
ASTT_13564-22;customer/4853;   Daniela ;   Rodríguez;2006-10-18;daniela.rodriguez47@org.com;Avenida Oriental 40 AA, Bogotá 92804 st Magdalena;Female;Colom;5;PRO-6943-ZA82;"Laptop 15"" Enterprise Edition";DELL;Laptops;Notebooks;;4.0;2960.2892;TXN_10550-OA;processing;debit_card;2025-06-07;2025-06-12;2025-06-16
ASTT-94410_93;user_1866;  Luis; García   ;1999-02-15;luis.garcia26@outlook.com;Vía Argentina 4 ave, Las Tablas 73669 st Bocas del Toro;mAle;Panamá;4;PRO-5809-OO69;Gaming Mouse G502 Hero;Logitech;Peripherals;Input Devices;$397.3946;;$1192.1838;TXN_50881-OZ;pending;credit_card;2019-01-02;2019-01-06;2019-01-09
ASTT_90413-36;user_2292; Ana  ;  Rodríguez   ;2004-06-25;ana.rodriguez9@gmail.com;Avenida Segunda 2 th, San Carlos 28537 st Alajuela;f;Costarica;1;PRO-5641-RA34;"Monitor Curved 27"" Odyssey G3";samsung;Computers;Monitors;1412.1981;7.0;$9885.3867;TXN/34206-RU;processing;debit_card;2025-05-29;2025-06-03;2025-06-08
ASTT_13800-17;customer_2535;  Daniela;Díaz ;1983-11-17;daniela_diaz72@icloud.com;Calle El Conde 22 th, San Pedro de Macorís 43674 st Duarte;Female;R. Dominicana;1;PRO/2957-ZR39;"Monitor Portable 14"" USB-C";del;Computers;Monitors;$1236.2447;;2472.4894;TXN-27092-AR;shipped;debit_card;2019-01-17;2019-01-22;2019-01-27
ASTT_65509-52;cst/8250; Francisca  ;  González ;1989-04-18;francisca.gonzalez19@mail.com;Avenida Valparaíso 40 ave, La Serena 96188 st Los Lagos;Fem;Chille;4;PRO-2918-IZ14;Motherboard Z790 AORUS Elite;Gigabyte;Computers;Components;$1513.4089;7.0;$10593.8623;TXN_24863-II;shipped;credit_card;2020-06-16;2020-06-22;2020-07-04
ASTT-99402-54;user-8154;  Carmen  ;  Hernández ;2007-03-13;carmen.hernandez70@org.com;Avenida Fuerzas Armadas 3 zt, Puerto La Cruz 22955 st Distrito Capital;F;Ven;0;PRO/3929-OZ5;"Monitor 32"" 4K UHD UltraSharp";Dell;Computers;Monitors;;1.0;1270.5739;TXN-14247-IT;processing;bank_transfer;2019-02-22;2019-02-27;2019-03-02
ASTT-55005_15;customer-4229;   Daniela ;  Sánchez ;1995-12-13;daniela_sanchez90@yahoo.com;Avenida Abraham Lincoln 20 AA, Santiago de los Caballeros 2829 st La Altagracia;FEMALE;republica dominicana;1;PRO-6597-ZZ26;Wireless Headset Noise Cancelling;Sony;Audio;Headsets & Speakers;1388.0854;2.0;2776.1708;TXN-50313-UZ;processing;crypto;2023-08-09;2023-08-09;2023-08-10
ASTT_43862_69;user-9416;   Lucas; Pereira   ;2002-03-05;lucaspereira77@yahoo.com;Avenida Paulista 39 AA, Manaus 18331 st Rio Grande do Sul;Masc;brazil;0;PRO/2276-IZ19;SSD Sata III 500GB EVO;Samsong;Computers;Components;;5.0;5647.364;TXN_82138-OI;shipped;crypto;2020-09-01;2020-09-01;2020-09-03
ASTT-54065-21;cst-2438;  Rosa ; Flores ;1990-10-27;rosa_flores77@outlook.com;Bulevar Centroamérica 6 zt, Siguatepeque 65616 st Olancho;Fem;Hondura;1;PRO_4368-RI68;"Monitor 24"" FHD 75Hz";Samsum;Computers;Monitors;$1047.2834;4.0;$4189.1336;TXN_12621-ZI;processing;credit_card;2023-12-06;2023-12-06;2023-12-08
ASTT-79348-84;user-8929;  Juan   ;  Rivera  ;1997-06-11;juanrivera2@yahoo.com;Calle Rubén Darío 39 AA, Soyapango 81426 st Santa Ana;MALE;sV;5;PRO/4360-RI43;Wireless Keyboard MX Keys Mini;Logitec;Peripherals;Input Devices;;6.0;10104.4914;TXN/86567-AU;processing;paypal;2025-10-06;2025-10-11;2025-10-16
ASTT-76019-0;user/6524;   Stephanie; Pérez   ;1994-06-22;stephanieperez31@mail.com;Avenida Domenech 32 ave, Bayamón 6304 st Trujillo Alto;FEMALE;PRI;4;PRO/2265-OO25;"Blade 16"" OLED RTX 4090";Razer RGB;Laptops;Gaming Laptops;208.6928;;$1043.464;TXN/46072-AR;processing;bank_transfer;2026-10-15;2026-10-23;2026-11-04
ASTT-49192_97;customer-3120;   Paisa ;  Rodríguez;2008-03-20;paisa_rodriguez29@yahoo.com;Calle Bolívar 20 th, Loja 44080 st Chimborazo;f;ecuador;3;PRO/8151-UI55;"IdeaPad Slim 3 15"" AMD";Lenobo;Laptops;Notebooks;;5.0;1089.525;TXN/88443-UZ;shipped;paypal;2018-06-02;2018-06-08;2018-06-15
ASTT_48981_93;cst-686; Amanda  ; Rodrigues  ;1984-11-19;amanda_rodrigues33@hotmail.com;Avenida Brigadeiro Faria Lima 17 AA, Belo Horizonte 90313 st Amazonas;F;brazil;0;PRO-8832-ZU24;QuietComfort Wireless Headset;Bose;Audio;Headsets & Speakers;;7.0;10109.05;TXN/89970-OT;processing;bank_transfer;2018-11-13;2018-11-13;2018-11-15
ASTT_94758_64;user-3005;   José; Blanco;1995-10-28;joseblanco87@ormail.com;Avenida Francisco de Miranda 2 th, Maracaibo 46593 st Anzoategui;m;Ven;0;PRO_9775-RU39;Gaming Mouse Viper V2 Pro;Razer RGB;Peripherals;Input Devices;1149.3962;;11493.962;TXN/13523-TZ;processing;debit_card;2019-03-27;2019-03-30;2019-04-02
ASTT_88809-10;user/41;  Sophia   ; Gagnon;1990-07-27;sophia.gagnon78@protonmail.com;Sainte-Catherine Street 24 ave, Halifax 54418 st Ontario;Female;Cananda;5;PRO/7103-ZZ14;Wireless Keyboard K57;corsair;Peripherals;Input Devices;$703.4464;10.0;7034.464;TXN/91363-AA;shipped;crypto;2025-11-12;2025-11-12;2025-11-13
ASTT-68281_48;user_8992;  Alejandra ;  Sánchez;1998-10-11;alejandrasanchez33@org.com;Avenida Pasoancho 0 AA, Santa Marta 86195 st Antioquia;FEMALE;colombia;4;PRO_3379-ZI76;Motherboard B450M DS3H;gigabyte;Computers;Components;;6.0;7394.745;TXN_85000-AT;shipped;credit_card;2025-03-29;2025-04-06;2025-04-14
ASTT-79959_10;cst-312;   Jack  ;   Johnson  ;2001-01-22;jack.johnson95@mail.com;Granville Street 40 AA, Vancouver 12770 st Ontario;m;Cananda;1;PRO-3528-ZR94;Power Supply 1000W RMe;Corseir;Computers;Components;1176.5744;5.0;$5882.872;TXN/88443-UZ;shipped;paypal;2018-06-02;2018-06-08;2018-06-15
ASTT-17424-53;cst/932; Carlos  ;  Rodríguez   ;2002-07-01;carlos.rodriguez14@outlook.com;Avenida Mariscal López 1 ave, Fernando de la Mora 2594 st Alto Parana;masculino;pY;1;PRO-5095-II94;"Blade 14"" Gaming Ryzen 9";Razer RGB;Laptops;Gaming Laptops;$1644.0568;;6576.2272;TXN_51403-AI;pending;debit_card;2025-07-09;2025-07-14;2025-07-17
ASTT-22879-56;customer/9870; Emilia; González   ;1985-04-08;emilia_gonzalez12@outlook.com;Calle Condell 5 th, Temuco 31530 st Tarapaca;Female;Chille;4;PRO_4127-RI59;SoundLink Flex Bluetooth Speaker;Bozze;Audio;Headsets & Speakers;182.1752;;$728.7008;TXN/83629-ZA;pending;crypto;2021-07-25;2021-07-30;2021-08-03
ASTT-93075-78;customer-8168;Andrea;   Ramírez ;2003-02-24;andrea_ramirez45@org.com;Avenida Fuerzas Armadas 33 ave, Caracas 92201 st Zulia;fEmale;VE;5;PRO/8547-RU6;JBL Quantum 100 Wired Headset;Jbl;Audio;Headsets & Speakers;;3.0;4755.834;TXN/24832-RR;pending;debit_card;2019-10-28;2019-11-03;2019-11-14
ASTT-22680-81;customer-9017;Alexis   ;  Pérez;1999-07-10;alexis.perez16@mail.com;Calle 50 10 ave, Penonomé 91593 st Los Santos;masculino;pA;1;PRO_9775-RU39;Gaming Mouse Viper V2 Pro;Razer RGB;Peripherals;Input Devices;1149.3962;;11493.962;TXN_26879-OA;pending;debit_card;2019-01-04;2019-01-12;2019-01-21
ASTT_42868_34;customer/9238;  Mateo  ;   López ;1993-02-05;mateolopez11@protonmail.com;Calle San Martín 13 zt, Salta 79271 st Santa Fe;M;aR;5;PRO/1535-II28;Virtuoso RGB Wireless SE;cursair;Audio;Headsets & Speakers;;10.0;4966.107;TXN/96729-OT;delivered;bank_transfer;2023-12-23;2023-12-23;2023-12-25
ASTT_77235_73;user/3530;   Christian;Colón;1981-10-01;christian_colon33@gmail.com;Avenida Piñero 23 AA, Mayagüez 30459 st Caguas;M;Puerto Rico;3;PRO/237-UU39;"Laptop Gamer 15"" 144Hz DDR5";ASUS;Laptops;Gaming Laptops;521.6695;;$1565.0085;TXN_46069-TI;delivered;paypal;2020-02-24;2020-02-29;2020-03-04
ASTT-80905_35;user_9959;  Camila ;   Rodríguez  ;1987-12-24;camila.rodriguez21@gmail.com;Avenida Junín 21 th, Medellín 81449 st Atlantico;F;CO;5;PRO-4046-ZI82;RAM Memory 16GB DDR4 3200MHz;cursair;Computers;Components;;4.0;1305.8844;TXN-25955-RT;delivered;bank_transfer;2018-11-21;2018-11-26;2018-12-01
ASTT_38489-88;customer/1517; Camila   ;  Pérez;2008-03-31;camila_perez34@outlook.com;Avenida Ashford 39 zt, Mayagüez 93011 st Caguas;F;Puertorico;2;PRO-1962-ZR25;"Monitor 27"" Designer PD2700Q";BenQ;Computers;Monitors;770.1525;;$6161.22;TXN/75578-UT;shipped;credit_card;2025-03-24;2025-03-24;2025-03-25
ASTT-24877-40;cst_3972;   Altagracia   ;  Rodríguez   ;2007-01-13;altagraciarodriguez20@org.com;Avenida Winston Churchill 21 ave, La Vega 18774 st San Pedro de Macoris;F;republica dominicana;4;PRO-1996-TT47;Motherboard Z790 AORUS Elite;GigaByte;Computers;Components;$919.7927;;$7358.3416;TXN-50401-OA;processing;bank_transfer;2018-03-13;2018-03-13;2018-03-15
ASTT-48277-20;user-6070;   Agustín   ;Silva   ;2004-04-10;agustinsilva47@gmail.com;Calle Pedro de Valdivia 14 zt, Concepción 19327 st Valparaiso;m;cL;1;PRO_4654-UR98;Virtuoso RGB Wireless SE;cursair;Audio;Headsets & Speakers;441.4248;;441.4248;TXN-31756-OO;pending;bank_transfer;2024-07-16;2024-07-21;2024-07-24
ASTT_73284_32;user/621;  Anel ; García ;1999-06-14;anel_garcia67@org.com;Vía España 7 th, San Miguelito 98768 st Darien;mAle;pA;0;PRO-8392-RA59;"Laptop 15"" Enterprise Edition";dell;Laptops;Notebooks;$1745.884;1.0;1745.884;TXN_90078-IT;delivered;crypto;2023-04-17;2023-04-25;2023-05-02
ASTT-58078-38;user_35;   Amelia ;   Gagnon;1994-03-31;amelia_gagnon99@yahoo.com;Jasper Avenue 33 th, Edmonton 19088 st Alberta;F;cAnada;4;PRO_7920-IA14;MSI Katana 15 RTX 4050;M-SI;Laptops;Gaming Laptops;714.5609;;$3572.8045;TXN/45125-OA;delivered;debit_card;2024-07-16;2024-07-16;2024-07-18
ASTT_32043-58;user/8425; Rosa   ;  Flores  ;1989-09-04;rosa.flores87@yahoo.com;Bulevar de los Héroes 37 th, Apopa 67951 st San Miguel;Fem;Salv;5;PRO/3475-UA84;HP ProBook 440 G10 i5;H-P;Laptops;Notebooks;$150.2761;;$1502.761;TXN-17083-RI;pending;bank_transfer;2021-11-23;2021-11-30;2021-12-10
ASTT_67174-11;cst/7737;Juan  ; García;2005-02-09;juan.garcia15@icloud.com;Avenida Circunvalación 16 ave, Tegucigalpa 1036 st Atlantida;m;hN;0;PRO-981-RZ2;"Monitor Curved 27"" Odyssey G3";Samsung;Computers;Monitors;;8.0;10611.0992;TXN-53350-II;processing;credit_card;2025-11-18;2025-11-18;2025-11-19
ASTT_17548_2;customer_6203; Carlos   ; Hernández   ;1980-08-20;carlos.hernandez41@protonmail.com;Avenida Roosevelt 31 ave, Antiguo Cuscatlán 66337 st Sonsonate;Masc;eL salvador;5;PRO_2015-IZ56;"Monitor 24"" ZOWIE XL2411K";Ben-Q;Computers;Monitors;;3.0;754.5408;TXN_22971-OA;delivered;paypal;2022-06-01;2022-06-01;2022-06-02
ASTT_30560-20;user_3458;   Luis;   González  ;1987-07-12;luis.gonzalez56@mail.com;Calle El Colegio 24 ave, Ciudad Guayana 23297 st Anzoategui;masculino;VEN;2;PRO/6743-AU29;Motherboard ROG Strix B550-F;Asuss;Computers;Components;;8.0;2841.0096;TXN-23467-TT;delivered;debit_card;2024-03-06;2024-03-11;2024-03-15
ASTT_42048_72;customer/5459; Florencia   ;   Soto   ;1996-05-20;florencia_soto21@org.com;Calle Huérfanos 35 ave, Antofagasta 25343 st Los Lagos;femenino;Chli;2;PRO/3217-RU36;"Blade 16"" OLED RTX 4090";Razer;Laptops;Gaming Laptops;$347.0368;2.0;$694.0736;TXN-75275-UR;shipped;bank_transfer;2025-02-03;2025-02-11;2025-02-21
ASTT_85677-85;customer_6203; Carlos   ; Hernández   ;1980-08-20;carlos.hernandez41@protonmail.com;Avenida Roosevelt 31 ave, Antiguo Cuscatlán 66337 st Sonsonate;Masc;eL salvador;5;PRO_6990-ZU33;Mousepad RGB Capricorn;Redragon;Peripherals;Input Devices;$1659.0882;3.0;4977.2646;TXN/45250-AR;delivered;credit_card;2018-10-01;2018-10-04;2018-10-09
ASTT-83053_57;customer_5828; María;  Sánchez ;2007-10-31;maria_sanchez37@icloud.com;Calle Fortaleza 34 th, Bayamón 60126 st Arecibo;FEMALE;pUerto rico;1;PRO/2128-TT91;"Monitor Ultrawide 34"" IPS";lg;Computers;Monitors;$1003.2498;;10032.498;TXN/14010-OU;delivered;bank_transfer;2020-01-08;2020-01-08;2020-01-10
ASTT_48261_35;user-7296;   Juan   ;  López   ;1993-12-01;juanlopez3@icloud.com;Avenida Boggiani 18 th, Luque 81699 st Amambay;masculino;Paragay;5;PRO_7955-ZO13;In-Ear Wireless Earbuds Wave;JBL;Audio;Headsets & Speakers;;4.0;4824.1224;TXN/32526-TU;processing;bank_transfer;2022-06-11;2022-06-14;2022-06-19
ASTT_15465_17;customer-8605; Iris   ;López   ;1994-09-06;irislopez86@gmail.com;Calle del Comercio 18 th, La Ceiba 39414 st Yoro;Fem;hOnduras;5;PRO-6728-UT54;Gaming Headset 7.1 Cloud II;Hyper X;Audio;Headsets & Speakers;;10.0;15701.855;TXN-86155-OI;pending;credit_card;2026-07-20;2026-07-26;2026-08-06
ASTT-74508-12;user_1718;José  ; González ;1999-06-10;josegonzalez3@ormail.com;Calle Estrella 36 ave, Ciudad del Este 10643 st Caaguazu;M;paraguay;1;PRO/9679-RO22;"Monitor Gaming 32"" Odyssey G7";Samsum;Computers;Monitors;;2.0;1518.5238;TXN_29633-RA;pending;credit_card;2026-10-02;2026-10-10;2026-10-22
ASTT-42318_15;user-6372;Miguel  ;   López;1994-12-25;miguel_lopez69@gmail.com;Avenida España 1 zt, Coronel Oviedo 85870 st Caaguazu;m;pY;5;PRO_7965-IA54;Gaming Headset HS55 Stereo;cursair;Audio;Headsets & Speakers;;3.0;2260.3365;TXN/14998-TT;processing;paypal;2021-07-08;2021-07-08;2021-07-10
ASTT-61097_95;customer_6010;Felipe ;García   ;2001-05-04;felipegarcia7@gmail.com;Avenida Oriental 36 th, Bucaramanga 83563 st Tolima;masculino;Colonbia;1;PRO_5720-OU33;Processor Core i9-13900K;INTL;Computers;Components;;10.0;4631.258;TXN-70370-OR;shipped;credit_card;2026-11-23;2026-11-26;2026-11-29
